,DateOfDeparture,Departure,Arrival,WeeksToDeparture,log_PAX,std_wtd,DateDay,DateMonth,DateYear
3564,01/07/2012,LAX,SFO,16.6875,11.87651471,12.67570066,01,07,2012
3565,19/06/2012,DEN,ATL,11.27272727,10.41308525,7.598131463,19,06,2012
3566,01/10/2011,ATL,LAX,12.08695652,10.98261462,8.474094446,01,10,2011
3567,05/10/2011,PHL,DFW,7.214285714,10.43400108,5.5633218,05,10,2011
3568,09/02/2012,IAH,LAX,12.40909091,10.69856825,10.04589037,09,02,2012
3569,04/04/2012,LAS,ORD,12.625,11.08806529,8.865234983,04,04,2012
3570,06/10/2011,ORD,PHL,9.777777778,12.23616312,8.11357291,06,10,2011
3571,28/05/2012,SEA,DEN,10.61904762,10.30483577,7.499841268,28,05,2012
3572,15/07/2012,ATL,MIA,13.76,10.14997708,10.8485022,15,07,2012
3573,22/11/2012,DTW,ORD,7.705882353,8.148914309,6.059751499,22,11,2012
3574,31/07/2012,CLT,LGA,11.61904762,11.43053004,11.1466416,31,07,2012
3575,12/10/2012,ATL,BOS,13.30434783,11.59381966,10.28871749,12,10,2012
3576,06/10/2012,ORD,SEA,13.91666667,9.735837048,11.06469775,06,10,2012
3577,01/10/2012,LGA,ATL,12.56521739,12.42181117,11.74666718,01,10,2012
3578,25/08/2012,PHL,MCO,15.03030303,10.23673578,9.619267281,25,08,2012
3579,25/09/2012,BOS,ORD,12.60869565,12.16080031,9.54291327,25,09,2012
3580,03/03/2012,MCO,PHL,10.85714286,10.02476391,7.741354625,03,03,2012
3581,16/08/2012,LAX,DFW,16.5625,12.24406,11.41288887,16,08,2012
3582,20/08/2012,SEA,LAX,15.36666667,11.70929024,10.26370684,20,08,2012
3583,24/05/2012,SFO,BOS,10.63636364,11.93011872,6.72978776,24,05,2012
3584,23/07/2012,ORD,SFO,14.17857143,12.35372105,9.560929644,23,07,2012
3585,14/10/2011,LAS,JFK,14.43333333,11.34319081,10.02301948,14,10,2011
3586,06/11/2012,MCO,ATL,12.36363636,11.67039834,8.866982385,06,11,2012
3587,27/11/2012,DTW,LGA,8.388888889,10.89806866,6.554198375,27,11,2012
3588,27/08/2012,PHX,ORD,9.1875,9.945391259,7.617687751,27,08,2012
3589,19/02/2013,ATL,CLT,5.692307692,10.98777361,4.802510027,19,02,2013
3590,10/10/2011,SFO,EWR,11.33333333,11.3088124,8.270779715,10,10,2011
3591,15/10/2012,ORD,LGA,11.04347826,13.86801159,8.514577131,15,10,2012
3592,23/02/2012,BOS,SFO,8.833333333,10.84877128,5.893665593,23,02,2012
3593,20/11/2012,ORD,DFW,13.16666667,11.00826806,9.671413128,20,11,2012
3594,08/06/2012,PHL,DFW,9.111111111,10.65597315,6.425032743,08,06,2012
3595,21/03/2012,BOS,PHL,6.785714286,11.38944962,4.6604485,21,03,2012
3596,28/12/2011,ORD,LAS,15.07407407,10.10916635,11.40150437,28,12,2011
3597,24/05/2012,BOS,PHL,11.31578947,11.66323911,9.498845729,24,05,2012
3598,11/11/2011,BOS,PHL,7.75,11.32177868,5.157518783,11,11,2011
3599,17/10/2011,PHL,ATL,8.722222222,11.80809744,5.696289355,17,10,2011
3600,10/12/2012,SFO,DEN,9.388888889,11.20170302,7.663042622,10,12,2012
3601,11/08/2012,MSP,DEN,11.86956522,9.805101403,8.164804445,11,08,2012
3602,01/02/2012,MSP,ORD,9.833333333,11.91451213,7.671567061,01,02,2012
3603,05/12/2011,LAS,LAX,13.66666667,11.35592107,10.76675796,05,12,2011
3604,26/06/2012,SFO,BOS,12.6,11.36856502,8.524474568,26,06,2012
3605,19/10/2011,LAX,SEA,11.47619048,11.33465543,8.459426976,19,10,2011
3606,21/01/2012,SFO,ATL,9.176470588,9.663900691,8.66195196,21,01,2012
3607,06/09/2012,DFW,SFO,14.39130435,10.76359777,11.757934,06,09,2012
3608,26/01/2013,BOS,EWR,7.647058824,8.492869996,5.733031228,26,01,2013
3609,25/10/2012,ORD,IAH,11.57142857,11.21543297,9.426406678,25,10,2012
3610,19/06/2012,SFO,EWR,13.33333333,10.98777361,10.17527552,19,06,2012
3611,09/02/2012,ATL,PHL,11.2,11.76784461,10.78790746,09,02,2012
3612,08/12/2011,EWR,ORD,8.333333333,12.39777765,6.725927091,08,12,2011
3613,11/03/2012,PHX,ORD,11.7826087,11.31314452,7.856419042,11,03,2012
3614,18/01/2012,LAS,JFK,11.45833333,10.49537694,8.697721674,18,01,2012
3615,26/02/2013,ATL,BOS,10.3,11.09780409,8.766563271,26,02,2013
3616,30/03/2012,DEN,LAS,7.875,10.66211806,5.487865402,30,03,2012
3617,17/10/2012,LAS,ORD,14.0,11.40599054,10.33053726,17,10,2012
3618,30/10/2011,SFO,EWR,13.36,10.9408207,9.358062478,30,10,2011
3619,17/02/2012,SFO,SEA,8.882352941,11.68463486,6.707107731,17,02,2012
3620,17/11/2012,SFO,JFK,14.11538462,11.66323911,10.62573074,17,11,2012
3621,13/06/2012,LAX,BOS,10.81818182,11.32608082,6.980492298,13,06,2012
3622,09/08/2012,DTW,ORD,8.823529412,11.49835482,6.043956632,09,08,2012
3623,06/01/2012,BOS,ATL,9.588235294,10.79242331,8.895636736,06,01,2012
3624,07/08/2012,EWR,BOS,12.45454545,11.32177868,8.851834745,07,08,2012
3625,26/01/2012,SEA,SFO,10.15789474,11.64521988,9.075382807,26,01,2012
3626,22/11/2011,PHL,ATL,11.47619048,11.20170302,9.309237604,22,11,2011
3627,04/11/2011,EWR,BOS,9.789473684,11.43053004,7.230943902,04,11,2011
3628,20/04/2012,MIA,JFK,13.875,10.561284,11.16014843,20,04,2012
3629,06/06/2012,MCO,EWR,11.19047619,10.76359777,8.207429851,06,06,2012
3630,28/01/2013,BOS,PHL,4.6,11.40599054,3.204163958,28,01,2013
3631,10/06/2012,BOS,ORD,11.0,11.77798956,6.782329983,10,06,2012
3632,05/02/2013,MCO,EWR,10.25,9.909000334,7.002818981,05,02,2013
3633,25/12/2012,PHL,MCO,18.09375,9.663900691,11.66566336,25,12,2012
3634,02/03/2013,ATL,SFO,7.083333333,8.766281921,6.244391423,02,03,2013
3635,26/02/2013,DFW,DEN,8.8125,11.35592107,10.17984119,26,02,2013
3636,25/02/2012,LAS,ORD,10.66666667,10.83204493,7.445356495,25,02,2012
3637,13/06/2012,BOS,ORD,10.52380952,12.5240272,7.433835131,13,06,2012
3638,06/02/2012,DFW,ATL,7.1875,11.99727731,5.564395744,06,02,2012
3639,30/09/2011,LAX,IAH,12.29166667,10.90346657,8.285551419,30,09,2011
3640,19/08/2012,LAS,JFK,15.94117647,11.21543297,10.6598686,19,08,2012
3641,12/05/2012,ORD,DTW,9.5,8.643657196,10.69579357,12,05,2012
3642,22/05/2012,MCO,PHL,12.625,10.55479712,9.951239818,22,05,2012
3643,05/09/2011,CLT,ATL,8.722222222,10.12559797,7.217670763,05,09,2011
3644,21/03/2012,LGA,DTW,7.875,10.69254248,5.340099874,21,03,2012
3645,26/02/2013,IAH,LAX,11.90909091,9.963323857,9.060164462,26,02,2013
3646,21/01/2012,DEN,ORD,11.52380952,9.488243818,8.201335547,21,01,2012
3647,26/02/2013,ORD,PHL,7.083333333,11.38112382,6.374071531,26,02,2013
3648,05/12/2012,SEA,LAX,13.2173913,11.19710382,11.05752118,05,12,2012
3649,20/10/2011,ORD,ATL,11.26086957,12.34876101,8.734557237,20,10,2011
3650,26/11/2011,SFO,JFK,14.27586207,11.25155953,8.871690738,26,11,2011
3651,03/03/2013,DFW,DEN,7.733333333,9.695070927,5.700459464,03,03,2013
3652,16/09/2011,JFK,MIA,14.0,11.13149489,8.514693183,16,09,2011
3653,21/02/2013,MSP,ORD,9.294117647,12.51268993,7.26949711,21,02,2013
3654,13/11/2011,LGA,BOS,6.153846154,10.37053642,4.140172175,13,11,2011
3655,24/09/2012,SEA,LAX,14.51851852,11.32177868,10.54430349,24,09,2012
3656,07/10/2012,IAH,LAX,12.625,11.54860591,8.811121924,07,10,2012
3657,26/10/2012,JFK,MIA,15.88461538,10.32699416,12.46539826,26,10,2012
3658,06/02/2012,ATL,BOS,8.736842105,11.69524139,6.564569083,06,02,2012
3659,11/10/2012,DEN,MSP,12.04545455,11.07336107,10.17221834,11,10,2012
3660,28/04/2012,BOS,LAX,11.58333333,9.824427749,9.554951672,28,04,2012
3661,03/11/2012,ORD,DTW,7.6,8.492869996,5.565197981,03,11,2012
3662,03/07/2012,MSP,DEN,8.75,10.00741517,6.163346664,03,07,2012
3663,11/11/2012,EWR,BOS,13.04545455,10.25971319,10.00703216,11,11,2012
3664,21/05/2012,JFK,SFO,16.71428571,12.91423423,11.35411672,21,05,2012
3665,19/01/2013,LAX,JFK,17.35483871,12.19347226,13.0602409,19,01,2013
3666,03/12/2012,PHX,ORD,11.70588235,10.48191135,11.62306277,03,12,2012
3667,26/07/2012,DFW,DEN,11.86363636,11.66323911,8.265219466,26,07,2012
3668,31/08/2012,ATL,MCO,13.36363636,11.42238603,12.15591353,31,08,2012
3669,24/03/2012,JFK,MIA,13.61538462,10.5352,9.18728218,24,03,2012
3670,09/10/2011,LAS,DEN,8.555555556,10.9088489,5.436502143,09,10,2011
3671,27/12/2011,ATL,ORD,11.0,10.33432217,7.387247699,27,12,2011
3672,29/07/2012,LGA,DFW,11.70833333,10.97744131,7.398467331,29,07,2012
3673,12/12/2012,DFW,DEN,7.8125,11.36856502,5.344389582,12,12,2012
3674,09/05/2012,SEA,SFO,10.1,11.35592107,8.705110417,09,05,2012
3675,03/09/2012,LGA,ORD,13.34615385,12.17720783,9.628882833,03,09,2012
3676,27/10/2012,DFW,ORD,12.47826087,10.76939863,9.471822159,27,10,2012
3677,23/10/2012,BOS,ORD,10.65,12.43371278,7.761409259,23,10,2012
3678,22/07/2012,ATL,BOS,13.34482759,11.33465543,9.044634803,22,07,2012
3679,10/07/2012,MCO,PHL,11.81818182,9.981085665,8.092538384,10,07,2012
3680,07/02/2012,MIA,LGA,13.0,10.68649717,12.98289473,07,02,2012
3681,15/02/2012,MSP,ATL,14.6,10.87084226,12.18605761,15,02,2012
3682,10/08/2012,ORD,SEA,13.81481481,10.71056171,9.401460758,10,08,2012
3683,17/06/2012,LAX,BOS,14.59259259,11.2782025,10.74623104,17,06,2012
3684,11/10/2012,SEA,LAX,10.26315789,11.21086754,8.868434067,11,10,2012
3685,17/04/2012,IAH,ORD,8.1875,10.72247853,6.035657932,17,04,2012
3686,02/12/2011,ORD,IAH,11.59090909,11.11231759,8.255786374,02,12,2011
3687,27/08/2012,BOS,ATL,10.38095238,11.49835482,6.807908566,27,08,2012
3688,01/01/2013,ORD,MSP,11.91304348,9.981085665,10.16193004,01,01,2013
3689,25/03/2012,DEN,LAS,10.72727273,10.96183473,8.206744138,25,03,2012
3690,02/07/2012,DEN,ORD,10.52380952,10.4615289,7.433835131,02,07,2012
3691,10/06/2012,LGA,DTW,11.09090909,10.52862159,7.315405082,10,06,2012
3692,18/06/2012,JFK,MCO,13.73333333,11.03357341,9.104501855,18,06,2012
3693,22/12/2012,SFO,EWR,14.32,8.643657196,8.702107025,22,12,2012
3694,09/11/2011,DEN,SFO,9.5,11.54860591,7.778174593,09,11,2011
3695,28/01/2012,JFK,SFO,9.368421053,10.58700821,6.291180125,28,01,2012
3696,26/01/2012,JFK,MCO,13.25925926,10.44092122,10.22663413,26,01,2012
3697,06/01/2012,ATL,MIA,14.92307692,10.48191135,12.45447093,06,01,2012
3698,21/04/2012,ORD,SFO,11.13636364,10.66211806,7.504255647,21,04,2012
3699,21/11/2011,CLT,ATL,9.833333333,10.00741517,7.014690467,21,11,2011
3700,01/12/2012,ORD,PHX,8.666666667,9.319679735,5.594114554,01,12,2012
3701,11/07/2012,DEN,ORD,11.23809524,11.18323776,8.910133343,11,07,2012
3702,30/07/2012,SFO,LAS,15.34375,11.05357334,10.96507469,30,07,2012
3703,29/01/2012,BOS,EWR,7.8125,9.441616996,5.218157401,29,01,2012
3704,06/09/2012,ATL,MSP,9.842105263,10.67434745,8.642679355,06,09,2012
3705,21/11/2011,SEA,DEN,9.736842105,10.20565213,7.482142483,21,11,2011
3706,19/11/2012,PHX,DEN,9.818181818,10.24442641,6.905045523,19,11,2012
3707,19/10/2011,IAH,ORD,11.47826087,11.06349345,7.638833593,19,10,2011
3708,10/07/2012,ORD,PHL,10.21052632,11.66682216,7.656362259,10,07,2012
3709,31/01/2013,IAH,ORD,11.75,11.39773842,9.284253789,31,01,2013
3710,09/09/2011,DFW,LAX,11.76923077,11.37694695,7.966468188,09,09,2011
3711,20/05/2012,SEA,SFO,13.08333333,10.83763706,12.14018361,20,05,2012
3712,01/09/2011,LGA,DFW,9.736842105,11.18787125,6.942958905,01,09,2011
3713,14/02/2013,IAH,ORD,9.764705882,11.25602654,7.661016673,14,02,2013
3714,02/03/2012,DFW,BOS,6.153846154,11.1074923,4.180234321,02,03,2012
3715,01/03/2013,PHL,DFW,9.722222222,10.4886563,6.728390731,01,03,2013
3716,06/12/2012,LAX,LAS,13.53846154,10.94609644,10.99538365,06,12,2012
3717,24/08/2012,SFO,JFK,18.89473684,12.6187835,11.83624638,24,08,2012
3718,30/08/2012,EWR,SFO,10.83333333,10.28241094,11.05201605,30,08,2012
3719,25/07/2012,LAX,DFW,15.65625,11.77798956,11.25255347,25,07,2012
3720,15/12/2012,LAX,ORD,16.0625,11.37694695,11.27640271,15,12,2012
3721,03/09/2011,JFK,SFO,12.71428571,11.08806529,8.432112968,03,09,2011
3722,16/07/2012,PHL,DFW,8.470588235,11.18787125,5.938409373,16,07,2012
3723,27/08/2012,BOS,PHL,8.4,11.14574955,7.179335425,27,08,2012
3724,04/01/2013,ATL,LGA,13.23076923,11.26936373,8.896325949,04,01,2013
3725,17/11/2012,BOS,LGA,9.5,7.923340623,12.65988654,17,11,2012
3726,01/01/2012,ORD,SFO,15.06896552,10.51539476,10.28497876,01,01,2012
3727,02/09/2011,SFO,LAX,12.53571429,12.73336299,8.167152561,02,09,2011
3728,18/03/2012,DEN,DFW,8.0625,10.91956718,5.790437519,18,03,2012
3729,29/10/2012,MSP,DEN,8.0,11.01843144,7.474400756,29,10,2012
3730,23/02/2012,ATL,PHL,8.75,11.70578793,6.952217872,23,02,2012
3731,28/10/2012,ATL,DFW,9.7,11.64521988,8.182780379,28,10,2012
3732,18/09/2011,MCO,ATL,12.0,11.09294105,8.19645156,18,09,2011
3733,02/05/2012,BOS,EWR,5.583333333,11.67039834,3.75277675,02,05,2012
3734,14/09/2012,DFW,DEN,9.944444444,11.82790268,9.071430409,14,09,2012
3735,14/01/2012,EWR,ORD,11.94444444,9.824427749,11.89400354,14,01,2012
3736,01/09/2012,JFK,MCO,15.80645161,10.34889236,10.17978178,01,09,2012
3737,13/11/2012,ORD,LAS,10.11764706,11.54478815,7.598374439,13,11,2012
3738,06/12/2011,LAX,DEN,13.40909091,11.150477,11.21928226,06,12,2011
3739,21/02/2012,LAX,IAH,14.03846154,10.5220199,11.80332417,21,02,2012
3740,01/12/2012,ATL,LGA,14.33333333,10.66824278,11.54072813,01,12,2012
3741,01/04/2012,DFW,ORD,14.37037037,11.49835482,10.53619457,01,04,2012
3742,04/05/2012,CLT,ATL,7.882352941,10.561284,6.440907864,04,05,2012
3743,11/12/2012,LAX,SFO,13.53846154,12.55985017,10.5422228,11,12,2012
3744,30/10/2012,DEN,PHX,7.266666667,10.61238242,4.891197146,30,10,2012
3745,07/04/2012,ATL,DEN,9.277777778,8.783159644,6.823881555,07,04,2012
3746,28/02/2012,EWR,LAX,11.52631579,10.12559797,10.12899261,28,02,2012
3747,29/11/2011,JFK,LAX,15.58064516,13.17719762,10.13500269,29,11,2011
3748,13/02/2012,BOS,LAX,10.55,11.18787125,8.217279611,13,02,2012
3749,17/12/2011,MSP,ORD,11.9047619,9.307035783,9.28926672,17,12,2011
3750,20/10/2011,IAH,LAX,12.92307692,11.21998724,8.385335184,20,10,2011
3751,08/10/2011,SEA,DEN,11.28571429,9.42977584,8.283374054,08,10,2011
3752,06/02/2013,LAX,IAH,12.27272727,9.881233433,10.47983014,06,02,2013
3753,23/04/2012,LAS,ORD,14.33333333,10.96705145,11.83460904,23,04,2012
3754,05/11/2012,ATL,EWR,10.31818182,11.00316552,8.085179644,05,11,2012
3755,09/12/2012,LAX,JFK,18.36842105,13.42443785,12.29462869,09,12,2012
3756,30/05/2012,LAX,SEA,13.42307692,11.39359863,9.308804765,30,05,2012
3757,24/06/2012,IAH,LAX,14.03571429,10.54175528,9.167099557,24,06,2012
3758,07/07/2012,PHL,BOS,7.5,7.099333252,6.022394106,07,07,2012
3759,03/06/2012,EWR,SFO,12.29166667,11.26492859,8.518415686,03,06,2012
3760,24/07/2012,BOS,EWR,14.82758621,11.48261653,9.982373628,24,07,2012
3761,04/07/2012,SEA,LAX,11.375,9.998679906,8.555763377,04,07,2012
3762,08/09/2011,ATL,CLT,6.066666667,10.61238242,4.366539438,08,09,2011
3763,29/09/2012,DEN,MSP,9.315789474,8.74925006,7.394086463,29,09,2012
3764,05/02/2013,MSP,ATL,10.54545455,10.98261462,8.028089215,05,02,2013
3765,22/01/2013,SFO,ATL,8.95,9.945391259,6.270020566,22,01,2013
3766,05/05/2012,MCO,ATL,11.20833333,10.19779959,8.075616367,05,05,2012
3767,27/04/2012,ORD,SFO,11.81818182,11.84749981,9.29739525,27,04,2012
3768,06/10/2012,ORD,LGA,12.11538462,11.70929024,8.599194953,06,10,2012
3769,06/10/2012,DEN,PHX,10.7,9.255584913,8.633472193,06,10,2012
3770,12/05/2012,BOS,LGA,5.666666667,8.643657196,3.869069264,12,05,2012
3771,11/12/2012,IAH,LAX,9.714285714,10.05898461,7.383379017,11,12,2012
3772,17/09/2011,LAS,DFW,12.16666667,10.40606085,7.877688177,17,09,2011
3773,27/10/2011,DFW,LGA,10.4,11.88290162,7.465006081,27,10,2011
3774,27/01/2012,ORD,EWR,7.071428571,11.81802635,5.045398295,27,01,2012
3775,04/03/2013,EWR,LAX,10.125,9.004688059,9.47892399,04,03,2013
3776,24/12/2012,SFO,JFK,15.61290323,10.69254248,11.61802456,24,12,2012
3777,22/06/2012,ORD,DEN,12.41666667,11.37694695,10.43371069,22,06,2012
3778,24/02/2012,LGA,ORD,10.85,13.2505883,9.137977434,24,02,2012
3779,16/11/2011,DTW,ATL,6.8125,10.55479712,5.009574167,16,11,2011
3780,03/04/2012,SEA,SFO,8.928571429,11.34744389,10.9014063,03,04,2012
3781,21/06/2012,DEN,SEA,16.07142857,11.02349244,12.27743661,21,06,2012
3782,04/12/2012,ATL,MIA,11.34782609,10.80950718,9.301068832,04,12,2012
3783,08/10/2011,EWR,ORD,10.0,10.08424426,7.295356209,08,10,2011
3784,09/11/2011,DFW,LAX,10.75,11.63432418,7.37357208,09,11,2011
3785,26/02/2012,MCO,PHL,14.34615385,10.96183473,9.777289226,26,02,2012
3786,19/03/2012,ORD,SFO,12.0,12.38564373,8.660254038,19,03,2012
3787,04/09/2011,PHL,MCO,13.07407407,9.189208663,8.061904365,04,09,2011
3788,29/11/2012,LAS,DEN,10.3,10.25208546,9.003508088,29,11,2012
3789,17/05/2012,SFO,EWR,14.09090909,11.6560523,13.36273814,17,05,2012
3790,07/05/2012,DEN,SFO,8.0,11.52558123,5.316640543,07,05,2012
3791,08/10/2011,MIA,LGA,11.8,9.74589085,8.853188542,08,10,2011
3792,10/11/2011,ORD,DEN,10.95,11.57886987,8.531520504,10,11,2011
3793,26/10/2011,JFK,MCO,14.78571429,10.07586233,10.12644921,26,10,2011
3794,24/08/2012,SEA,DEN,10.76190476,11.01843144,7.38853681,24,08,2012
3795,03/03/2013,LGA,ORD,8.5,12.01220914,6.626595257,03,03,2013
3796,17/12/2012,LAX,BOS,13.82142857,10.26730984,10.62510504,17,12,2012
3797,02/01/2012,LAS,JFK,18.25714286,11.19249325,12.24587051,02,01,2012
3798,09/01/2012,DEN,LAS,12.60869565,11.84749981,9.930390134,09,01,2012
3799,05/03/2012,DEN,ORD,8.777777778,11.18323776,7.288633823,05,03,2012
3800,29/01/2013,MCO,PHL,10.15,9.42977584,6.523439519,29,01,2013
3801,15/12/2012,MCO,PHL,14.9,9.945391259,9.625218314,15,12,2012
3802,12/09/2011,BOS,ATL,10.40909091,11.86689314,7.79290942,12,09,2011
3803,03/09/2011,PHL,MCO,13.15384615,9.567136731,8.326787172,03,09,2011
3804,05/10/2012,MCO,ATL,11.80769231,11.97313489,8.079699157,05,10,2012
3805,03/12/2011,SFO,JFK,10.45,11.32177868,7.500701722,03,12,2011
3806,02/05/2012,CLT,ATL,8.5,10.76939863,8.342661446,02,05,2012
3807,08/11/2012,JFK,MIA,14.04347826,10.05898461,12.42606594,08,11,2012
3808,16/01/2012,MSP,ATL,12.15,10.9408207,10.65376138,16,01,2012
3809,31/03/2012,SEA,LAX,13.32,10.23673578,9.564343504,31,03,2012
3810,01/02/2013,SFO,LAX,15.03846154,12.36852252,12.63164524,01,02,2013
3811,12/01/2012,PHL,DFW,6.538461538,10.87084226,4.841063668,12,01,2012
3812,01/11/2011,ATL,LGA,7.058823529,12.69663361,4.95568598,01,11,2011
3813,24/01/2012,EWR,MCO,9.052631579,11.00316552,7.619227755,24,01,2012
3814,08/07/2012,BOS,LAX,12.125,11.16458785,8.425182233,08,07,2012
3815,13/12/2012,CLT,LGA,12.625,12.00923232,8.870137982,13,12,2012
3816,16/01/2012,LAX,EWR,12.5,11.10265448,8.737724308,16,01,2012
3817,22/01/2012,LAS,DEN,12.375,10.73431968,8.171065068,22,01,2012
3818,10/11/2011,LAS,DFW,11.0,10.83204493,7.829431652,10,11,2011
3819,02/12/2012,MIA,LGA,18.4375,11.12193089,13.51686521,02,12,2012
3820,27/07/2012,EWR,MCO,16.3125,10.78669374,10.85219615,27,07,2012
3821,07/06/2012,ATL,ORD,10.95454545,12.12754578,9.291456766,07,06,2012
3822,16/11/2012,EWR,ATL,10.8,11.47072504,8.876936408,16,11,2012
3823,13/03/2012,ORD,IAH,12.5,10.60607116,12.89892836,13,03,2012
3824,21/01/2012,IAH,LAX,11.31818182,9.927284556,9.260188025,21,01,2012
3825,30/08/2012,PHL,DFW,6.166666667,10.87631943,4.877281906,30,08,2012
3826,07/05/2012,LAS,DEN,11.13636364,10.73431968,8.066954666,07,05,2012
3827,05/04/2012,SFO,ATL,8.466666667,10.60607116,8.617811014,05,04,2012
3828,18/12/2011,DEN,PHX,11.0,10.42705517,7.768386325,18,12,2011
3829,10/11/2012,EWR,ORD,11.47368421,9.735837048,9.946347297,10,11,2012
3830,15/09/2011,LAX,SEA,11.52,11.48656357,7.964086053,15,09,2011
3831,01/06/2012,BOS,SFO,10.95,11.05853999,10.29805807,01,06,2012
3832,25/02/2013,ORD,LAX,10.73684211,12.0879842,8.15026997,25,02,2013
3833,17/10/2011,EWR,MCO,13.61538462,11.36856502,9.055724921,17,10,2011
3834,29/01/2013,LGA,ORD,6.5625,13.18672903,4.661455424,29,01,2013
3835,11/01/2012,SFO,LAX,16.05882353,12.47361938,10.80387466,11,01,2012
3836,20/07/2012,MIA,ATL,12.04,11.24259329,9.387402907,20,07,2012
3837,11/11/2012,SFO,LAX,13.89655172,12.44789517,9.737060379,11,11,2012
3838,25/09/2012,CLT,ATL,9.133333333,10.55479712,8.584593065,25,09,2012
3839,06/01/2012,ORD,LAX,17.38709677,11.69876353,12.93490734,06,01,2012
3840,12/10/2012,IAH,ORD,9.857142857,11.07336107,7.45845637,12,10,2012
3841,23/05/2012,DFW,ATL,10.39130435,11.93632496,7.322065844,23,05,2012
3842,23/07/2012,DFW,LGA,11.59090909,11.5713498,8.313265881,23,07,2012
3843,25/05/2012,BOS,LAX,13.0,10.97225362,9.716823898,25,05,2012
3844,16/07/2012,CLT,LGA,6.466666667,11.73362391,5.06904706,16,07,2012
3845,27/02/2013,LAS,SFO,12.05263158,10.51539476,11.80618333,27,02,2013
3846,19/06/2012,LGA,CLT,7.266666667,11.25602654,4.832430129,19,06,2012
3847,28/12/2011,LAX,DEN,14.26923077,10.508746,10.60776203,28,12,2011
3848,15/07/2012,LGA,DFW,11.95833333,11.150477,9.341255696,15,07,2012
3849,29/01/2012,ORD,DEN,10.25,10.03337813,10.06313404,29,01,2012
3850,10/04/2012,DTW,LGA,10.05263158,10.41308525,7.457089723,10,04,2012
3851,01/10/2011,DFW,BOS,11.14285714,9.684738625,7.93275308,01,10,2011
3852,09/11/2012,SFO,LAS,16.34482759,10.93022421,11.82393415,09,11,2012
3853,26/07/2012,EWR,ATL,10.26086957,11.60865056,7.098126458,26,07,2012
3854,06/06/2012,BOS,SFO,9.681818182,11.55241587,6.636022644,06,06,2012
3855,16/03/2012,MCO,PHL,12.13043478,10.93552998,8.651349594,16,03,2012
3856,25/12/2012,BOS,PHL,8.625,6.630637936,4.991659711,25,12,2012
3857,19/12/2012,EWR,ATL,12.73913043,10.93552998,9.347908815,19,12,2012
3858,05/06/2012,JFK,MCO,12.4,9.989903534,8.113774296,05,06,2012
3859,27/07/2012,ORD,PHL,13.72,12.03585416,10.15102622,27,07,2012
3860,13/12/2011,EWR,ATL,8.588235294,10.75777881,8.132180085,13,12,2011
3861,23/09/2012,LAX,DEN,14.12,11.12671902,10.61571163,23,09,2012
3862,17/02/2013,ATL,ORD,12.73913043,10.58700821,9.101535292,17,02,2013
3863,28/11/2012,BOS,LAX,11.38888889,10.31225119,8.430608721,28,11,2012
3864,15/11/2012,ATL,EWR,11.19047619,11.60495388,8.51245586,15,11,2012
3865,04/02/2012,ATL,MCO,12.15384615,10.79813534,8.656522663,04,02,2012
3866,31/03/2012,PHL,DFW,8.294117647,9.019548502,5.598713087,31,03,2012
3867,29/10/2011,DEN,ORD,10.47368421,9.189208663,8.044103576,29,10,2011
3868,18/11/2011,ORD,LAS,10.61904762,10.64362228,7.716710377,18,11,2011
3869,08/04/2012,EWR,MCO,14.42857143,10.77518151,9.712262472,08,04,2012
3870,11/02/2012,LAX,SFO,15.29166667,11.5139614,14.60041443,11,02,2012
3871,28/02/2012,PHL,BOS,6.076923077,11.21086754,4.030333701,28,02,2012
3872,14/08/2012,DEN,LAS,11.18181818,10.24442641,7.792770542,14,08,2012
3873,25/10/2012,SFO,ATL,9.944444444,11.19249325,7.549618005,25,10,2012
3874,18/08/2012,SFO,EWR,14.0,10.33432217,9.996153106,18,08,2012
3875,08/04/2012,LAX,ATL,11.22727273,10.88178056,9.349977429,08,04,2012
3876,02/09/2011,SEA,SFO,11.83333333,11.4142063,7.469745742,02,09,2011
3877,28/02/2012,ATL,MIA,11.0,10.40606085,9.744094028,28,02,2012
3878,28/09/2012,ORD,PHL,14.65384615,11.91764391,11.21050332,28,09,2012
3879,28/10/2011,LAX,SFO,12.88461538,12.59934525,9.45865497,28,10,2011
3880,16/09/2011,LAS,LAX,14.03225806,12.65073704,9.03874575,16,09,2011
3881,25/12/2011,ORD,DFW,10.04761905,9.148218535,6.288689772,25,12,2011
3882,05/10/2011,DFW,LAS,11.0,10.36334961,7.967037355,05,10,2011
3883,05/10/2012,LAX,DFW,15.3,11.85722168,10.17146109,05,10,2012
3884,21/11/2012,DFW,SFO,7.75,9.567136731,5.105552533,21,11,2012
3885,08/12/2011,SFO,ORD,12.0,12.40502028,9.744563702,08,12,2011
3886,24/06/2012,DFW,ATL,12.22222222,11.65964917,8.196309363,24,06,2012
3887,05/02/2013,SFO,SEA,8.75,11.35592107,6.952217872,05,02,2013
3888,22/02/2012,DEN,MSP,7.4,11.02853973,5.329165038,22,02,2012
3889,07/02/2013,DFW,ATL,11.76470588,12.56206642,13.07444746,07,02,2013
3890,13/06/2012,DFW,SFO,13.08,11.52943847,9.814614953,13,06,2012
3891,23/05/2012,BOS,LGA,6.071428571,13.53938756,4.984040463,23,05,2012
