,DateOfDeparture,Departure,Arrival,WeeksToDeparture,log_PAX,std_wtd,DateDay,DateMonth,DateYear,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees
3401,01/11/2011,DEN,PHX,8.235294118,12.06210132,5.471853111,01,11,2011,10,4,-2,0,-2,-4,92,66,39,1022,1015,1009,16,12,0,45,17,56.0,7.11,5,Fog-Rain-Snow,14
3402,06/10/2011,LAS,SFO,14.10344828,11.11713044,8.682267757,06,10,2011,18,14,11,4,1,-2,54,40,26,1011,1007,1002,16,16,16,37,14,45.0,0.51,4,Rain-Thunderstorm,199
3403,06/10/2011,LAS,JFK,14.03333333,10.90346657,9.386282483,06,10,2011,18,14,11,4,1,-2,54,40,26,1011,1007,1002,16,16,16,37,14,45.0,0.51,4,Rain-Thunderstorm,199
3404,25/10/2011,DEN,LAS,12.56521739,10.7809465,9.457205463,25,10,2011,17,9,0,1,-2,-10,92,56,19,1023,1016,1006,16,11,0,42,20,53.0,5.84,6,Rain-Snow,11
3405,25/10/2011,DEN,SEA,9.0625,10.46834783,8.086769029,25,10,2011,17,9,0,1,-2,-10,92,56,19,1023,1016,1006,16,11,0,42,20,53.0,5.84,6,Rain-Snow,11
3406,23/01/2013,EWR,SFO,9.1875,10.59973847,7.721992403,23,01,2013,-6,-9,-12,-17,-20,-22,53,44,34,1025,1023,1022,16,16,16,32,17,40.0,0.00,3,,284
3407,23/11/2011,SFO,LAS,13.57692308,11.15989608,9.675424857,23,11,2011,16,12,9,9,7,6,80,68,55,1018,1013,1010,16,16,16,39,19,53.0,T,7,Rain,136
3408,23/11/2011,SFO,BOS,11.125,9.909000334,8.104279599,23,11,2011,16,12,9,9,7,6,80,68,55,1018,1013,1010,16,16,16,39,19,53.0,T,7,Rain,136
3409,29/06/2012,BOS,LAX,14.40740741,11.07336107,10.61297921,29,06,2012,32,26,19,22,17,8,87,58,28,1006,1003,1000,16,14,3,29,12,39.0,1.27,3,Rain,215
3410,29/06/2012,BOS,EWR,12.36363636,10.89265509,10.61241615,29,06,2012,32,26,19,22,17,8,87,58,28,1006,1003,1000,16,14,3,29,12,39.0,1.27,3,Rain,215
3411,25/01/2012,ATL,MIA,9.578947368,10.97225362,9.581903021,25,01,2012,20,12,4,8,4,-1,77,57,37,1025,1022,1020,16,16,16,23,12,27.0,0.00,5,,96
3412,18/01/2012,ORD,BOS,9.352941176,11.76445066,7.407269879,18,01,2012,-3,-8,-12,-8,-12,-16,76,65,54,1026,1021,1011,16,16,16,37,17,47.0,0.00,3,,223
3413,28/01/2013,IAH,ORD,9.647058824,10.98777361,8.038510251,28,01,2013,27,24,21,20,18,15,88,76,50,1020,1017,1015,16,16,16,29,21,40.0,0.00,8,,165
3414,20/11/2011,ATL,DEN,11.45833333,10.14997708,8.836579934,20,11,2011,21,16,10,16,11,4,96,78,59,1028,1026,1025,16,11,2,16,8,19.0,3.05,7,Rain,102
3415,20/11/2011,ATL,CLT,10.63636364,9.998679906,8.306884434,20,11,2011,21,16,10,16,11,4,96,78,59,1028,1026,1025,16,11,2,16,8,19.0,3.05,7,Rain,102
3416,29/01/2013,SFO,LAS,12.04545455,9.918164852,8.930830883,29,01,2013,13,11,7,7,5,3,82,71,59,1028,1027,1026,16,16,16,34,13,39.0,0.00,4,,285
3417,29/01/2013,SFO,SEA,7.9375,11.38529137,7.224668389,29,01,2013,13,11,7,7,5,3,82,71,59,1028,1027,1026,16,16,16,34,13,39.0,0.00,4,,285
3418,26/01/2013,DFW,LAS,9.111111111,9.417859021,6.798692685,26,01,2013,12,10,7,9,7,3,100,83,66,1023,1021,1019,16,8,0,21,9,23.0,T,8,Fog,66
3419,26/01/2013,DFW,PHL,9.375,7.949794623,7.804912983,26,01,2013,12,10,7,9,7,3,100,83,66,1023,1021,1019,16,8,0,21,9,23.0,T,8,Fog,66
3420,30/05/2012,DFW,LGA,11.04545455,11.52943847,9.408594211,30,05,2012,34,27,19,21,17,14,73,53,32,1015,1010,1004,16,15,3,58,27,72.0,6.86,6,Rain-Thunderstorm,90
3421,01/01/2013,DEN,SFO,13.48148148,9.927284556,10.70718799,01,01,2013,-3,-9,-15,-11,-14,-17,80,63,46,1025,1023,1016,16,14,8,24,11,24.0,0.00,3,,206
3422,01/01/2013,DEN,SEA,14.48148148,9.556068593,10.41216142,01,01,2013,-3,-9,-15,-11,-14,-17,80,63,46,1025,1023,1016,16,14,8,24,11,24.0,0.00,3,,206
3423,24/07/2012,LGA,MIA,13.89285714,10.75194163,8.862485588,24,07,2012,33,27,20,21,19,13,87,69,50,1008,1003,999,16,13,1,42,16,52.0,13.97,6,Fog-Rain-Thunderstorm,242
3424,24/07/2012,LGA,BOS,6.571428571,12.58627293,5.556898495,24,07,2012,33,27,20,21,19,13,87,69,50,1008,1003,999,16,13,1,42,16,52.0,13.97,6,Fog-Rain-Thunderstorm,242
3425,25/04/2012,ORD,LGA,10.59090909,13.94871249,8.953100505,25,04,2012,16,12,8,11,7,1,89,68,46,1008,1005,1003,16,15,10,23,11,32.0,2.54,7,Rain,99
3426,25/04/2012,ORD,PHX,11.10526316,11.59009343,10.43974636,25,04,2012,16,12,8,11,7,1,89,68,46,1008,1005,1003,16,15,10,23,11,32.0,2.54,7,Rain,99
3427,25/04/2012,ORD,ATL,10.19047619,12.00625075,8.382237456,25,04,2012,16,12,8,11,7,1,89,68,46,1008,1005,1003,16,15,10,23,11,32.0,2.54,7,Rain,99
3428,11/08/2012,BOS,LGA,8.75,7.726845816,8.170067319,11,08,2012,27,24,22,22,21,19,93,84,74,1013,1012,1009,16,16,13,26,12,40.0,0.00,6,,127
3429,16/10/2012,MIA,LGA,14.84615385,11.05357334,12.24970957,16,10,2012,32,28,24,22,22,20,87,71,55,1011,1010,1008,16,16,16,23,9,39.0,0.00,3,,36
3430,16/10/2012,MIA,JFK,13.875,9.695070927,10.69055861,16,10,2012,32,28,24,22,22,20,87,71,55,1011,1010,1008,16,16,16,23,9,39.0,0.00,3,,36
3431,26/04/2012,DTW,LGA,10.0952381,11.40186904,8.227422208,26,04,2012,16,10,4,9,5,-4,86,64,41,1017,1008,1004,16,13,8,45,17,56.0,T,6,Rain,316
3432,18/09/2011,EWR,SFO,12.55555556,11.70227904,8.648402846,18,09,2011,21,16,11,9,8,4,83,58,33,1030,1029,1027,16,16,16,29,16,42.0,0.00,4,,41
3433,03/08/2012,LGA,CLT,8.235294118,11.42646248,5.379700407,03,08,2012,33,28,22,22,20,16,93,65,36,1019,1015,1012,16,15,11,29,19,39.0,0.00,3,,233
3434,03/08/2012,LGA,DFW,10.4,11.150477,7.372780665,03,08,2012,33,28,22,22,20,16,93,65,36,1019,1015,1012,16,15,11,29,19,39.0,0.00,3,,233
3435,18/08/2012,LGA,ORD,13.66666667,11.44267977,9.139937721,18,08,2012,22,20,18,18,16,15,93,81,68,1012,1011,1010,16,16,16,24,10,32.0,1.02,7,Rain,248
3436,18/08/2012,LGA,DTW,10.68181818,9.954379112,6.847914967,18,08,2012,22,20,18,18,16,15,93,81,68,1012,1011,1010,16,16,16,24,10,32.0,1.02,7,Rain,248
3437,30/03/2012,DFW,ORD,12.05,12.16354494,10.54551539,30,03,2012,28,24,19,21,19,18,93,76,58,1011,1009,1007,16,14,8,32,15,37.0,T,6,,155
3438,30/03/2012,DFW,LAS,10.35,10.68649717,7.292930968,30,03,2012,28,24,19,21,19,18,93,76,58,1011,1009,1007,16,14,8,32,15,37.0,T,6,,155
3439,30/03/2012,DFW,LGA,11.0952381,11.26936373,7.860691839,30,03,2012,28,24,19,21,19,18,93,76,58,1011,1009,1007,16,14,8,32,15,37.0,T,6,,155
3440,19/12/2012,LAS,ORD,13.375,9.981085665,9.863470154,19,12,2012,9,6,2,-6,-14,-19,49,31,13,1030,1022,1009,16,16,16,45,16,58.0,0.00,0,,342
3441,19/12/2012,LAS,DEN,10.45454545,10.15803314,8.145856515,19,12,2012,9,6,2,-6,-14,-19,49,31,13,1030,1022,1009,16,16,16,45,16,58.0,0.00,0,,342
3442,29/09/2012,SEA,ORD,14.44444444,9.805101403,11.11593912,29,09,2012,21,17,12,13,8,6,86,63,39,1026,1022,1017,16,16,16,29,15,34.0,0.00,6,,14
3443,15/10/2011,IAH,ORD,12.6,9.890535077,8.465616733,15,10,2011,31,22,15,17,14,12,90,65,34,1019,1017,1016,16,16,16,19,3,,0.00,0,,140
3444,22/12/2012,SFO,LAX,20.85,11.68108591,14.27845786,22,12,2012,15,13,10,11,8,7,96,79,62,1019,1014,1010,16,14,6,52,24,84.0,14.48,7,Rain,205
3445,22/12/2012,SFO,EWR,14.32,8.643657196,8.702107025,22,12,2012,15,13,10,11,8,7,96,79,62,1019,1014,1010,16,14,6,52,24,84.0,14.48,7,Rain,205
3446,09/10/2012,LAX,SFO,14.96666667,12.84321455,11.39716642,09,10,2012,22,19,16,16,15,14,90,76,61,1015,1014,1013,16,16,13,27,14,34.0,0.00,3,,249
3447,09/10/2012,LAX,SEA,16.76923077,11.01335667,13.62734807,09,10,2012,22,19,16,16,15,14,90,76,61,1015,1014,1013,16,16,13,27,14,34.0,0.00,3,,249
3448,10/06/2012,PHL,ATL,12.27272727,11.18787125,11.51885336,10,06,2012,34,27,19,19,16,12,84,56,28,1021,1018,1016,16,16,16,21,9,32.0,0.00,4,,135
3449,06/05/2012,SEA,ORD,9.842105263,11.11713044,6.86588311,06,05,2012,18,12,5,6,4,1,92,63,34,1034,1032,1029,16,16,11,21,9,27.0,0.00,2,,342
3450,06/05/2012,SEA,SFO,12.6,10.73431968,11.93579314,06,05,2012,18,12,5,6,4,1,92,63,34,1034,1032,1029,16,16,11,21,9,27.0,0.00,2,,342
3451,03/12/2012,ORD,IAH,9.588235294,11.33037305,7.984820157,03,12,2012,21,14,8,16,13,7,100,83,66,1017,1012,1007,16,8,0,48,21,63.0,T,7,Fog-Rain,189
3452,03/12/2012,ORD,EWR,10.11764706,12.04171887,8.230145449,03,12,2012,21,14,8,16,13,7,100,83,66,1017,1012,1007,16,8,0,48,21,63.0,T,7,Fog-Rain,189
3453,03/12/2012,ORD,DFW,7.294117647,12.74142776,5.382433301,03,12,2012,21,14,8,16,13,7,100,83,66,1017,1012,1007,16,8,0,48,21,63.0,T,7,Fog-Rain,189
3454,25/02/2012,DEN,ATL,14.875,9.684738625,11.74849667,25,02,2012,18,6,-6,-7,-11,-17,68,39,9,1020,1007,997,16,16,16,71,24,85.0,0.00,2,,247
3455,25/02/2012,DEN,SEA,10.45,9.544934376,7.823547452,25,02,2012,18,6,-6,-7,-11,-17,68,39,9,1020,1007,997,16,16,16,71,24,85.0,0.00,2,,247
3456,12/09/2011,ATL,EWR,8.235294118,11.71975785,5.448961045,12,09,2011,31,24,18,16,13,12,73,54,34,1021,1018,1016,16,16,14,24,11,34.0,0.00,1,,303
3457,04/02/2012,LAX,JFK,13.2,12.09653262,11.35781669,04,02,2012,23,17,10,3,-5,-9,44,29,13,1018,1017,1015,16,16,16,21,10,27.0,0.00,2,,358
3458,04/02/2012,LAX,BOS,9.105263158,9.465076119,5.801290439,04,02,2012,23,17,10,3,-5,-9,44,29,13,1018,1017,1015,16,16,16,21,10,27.0,0.00,2,,358
3459,04/02/2012,LAX,DFW,16.25806452,10.7284085,11.25749452,04,02,2012,23,17,10,3,-5,-9,44,29,13,1018,1017,1015,16,16,16,21,10,27.0,0.00,2,,358
3460,03/02/2013,LAX,BOS,10.04761905,10.58700821,7.579420759,03,02,2013,22,17,13,12,9,7,86,62,38,1020,1018,1015,16,16,14,34,10,39.0,0.00,4,,213
3461,14/01/2012,DFW,PHL,6.857142857,8.569787113,4.849379704,14,01,2012,19,9,0,1,-3,-5,70,47,24,1026,1024,1023,16,16,16,23,12,27.0,0.00,0,,220
3462,14/01/2012,DFW,ORD,9.526315789,10.44092122,6.449534187,14,01,2012,19,9,0,1,-3,-5,70,47,24,1026,1024,1023,16,16,16,23,12,27.0,0.00,0,,220
3463,14/01/2012,DFW,LAS,11.47368421,9.294305524,9.014608028,14,01,2012,19,9,0,1,-3,-5,70,47,24,1026,1024,1023,16,16,16,23,12,27.0,0.00,0,,220
3464,13/09/2011,MSP,DEN,9.55,10.42008329,7.229144231,13,09,2011,21,17,12,7,5,3,66,50,33,1018,1016,1013,16,16,16,39,16,50.0,0.00,3,,314
3465,27/12/2012,BOS,EWR,17.06666667,9.077833738,13.2455154,27,12,2012,8,4,-1,7,3,-3,96,91,85,1012,998,989,16,7,2,72,39,87.0,42.42,8,Rain-Snow,23
3466,27/12/2012,BOS,ORD,11.13636364,10.09258868,8.066954666,27,12,2012,8,4,-1,7,3,-3,96,91,85,1012,998,989,16,7,2,72,39,87.0,42.42,8,Rain-Snow,23
3467,01/01/2012,ORD,PHL,13.34782609,9.332238541,10.97769928,01,01,2012,7,3,-2,2,-3,-9,85,71,56,1018,1010,1000,16,15,3,53,31,76.0,1.02,7,Rain-Snow,273
3468,01/01/2012,ORD,BOS,12.6,9.834016335,8.376554582,01,01,2012,7,3,-2,2,-3,-9,85,71,56,1018,1010,1000,16,15,3,53,31,76.0,1.02,7,Rain-Snow,273
3469,01/01/2012,ORD,SFO,15.06896552,10.51539476,10.28497876,01,01,2012,7,3,-2,2,-3,-9,85,71,56,1018,1010,1000,16,15,3,53,31,76.0,1.02,7,Rain-Snow,273
3470,01/01/2012,ORD,LGA,10.90909091,10.89806866,7.177405626,01,01,2012,7,3,-2,2,-3,-9,85,71,56,1018,1010,1000,16,15,3,53,31,76.0,1.02,7,Rain-Snow,273
3471,16/12/2012,LGA,CLT,11.6,10.62494123,8.164965809,16,12,2012,4,3,1,2,-1,-6,92,77,61,1027,1023,1019,16,10,4,34,22,42.0,6.35,8,Rain-Snow,106
3472,06/10/2012,IAH,LAX,12.54545455,9.824427749,10.24335916,06,10,2012,30,23,17,21,18,14,100,78,48,1019,1016,1014,16,15,6,29,6,42.0,0.00,5,,16
3473,12/11/2011,DFW,LAS,11.04545455,10.37053642,7.454479463,12,11,2011,24,18,11,12,7,-3,67,51,35,1015,1011,1009,16,16,16,50,27,58.0,0.00,5,,190
3474,15/07/2012,LAS,DEN,12.56,10.51539476,8.185759993,15,07,2012,33,28,24,15,13,9,58,42,26,1012,1009,1006,16,16,16,19,12,21.0,T,4,Rain-Thunderstorm,173
3475,15/07/2012,LAS,LAX,14.44827586,11.65964917,10.45598327,15,07,2012,33,28,24,15,13,9,58,42,26,1012,1009,1006,16,16,16,19,12,21.0,T,4,Rain-Thunderstorm,173
3476,13/11/2012,ATL,SFO,10.5,11.23358372,7.200146197,13,11,2012,14,8,2,5,0,-2,89,63,36,1027,1026,1024,16,16,16,32,17,39.0,0.00,2,,332
3477,13/10/2012,PHL,DFW,11.04761905,8.588530746,7.896050851,13,10,2012,15,9,3,6,-2,-5,74,51,28,1034,1031,1027,16,16,16,23,10,27.0,0.00,1,,186
3478,13/10/2012,PHL,BOS,10.06666667,8.799885996,8.531175322,13,10,2012,15,9,3,6,-2,-5,74,51,28,1034,1031,1027,16,16,16,23,10,27.0,0.00,1,,186
3479,30/03/2012,SFO,ATL,11.45,10.91956718,9.162136041,30,03,2012,18,15,12,11,10,9,83,73,63,1020,1016,1013,16,16,16,29,15,37.0,0.00,7,,169
3480,30/03/2012,SFO,ORD,16.84848485,12.50813565,11.3526462,30,03,2012,18,15,12,11,10,9,83,73,63,1020,1016,1013,16,16,16,29,15,37.0,0.00,7,,169
3481,28/03/2012,BOS,ATL,10.0952381,11.3174666,7.867050031,28,03,2012,10,7,4,7,-2,-18,80,50,19,1021,1009,1001,16,16,16,34,13,42.0,1.52,7,Rain,199
3482,28/03/2012,BOS,LGA,6.916666667,12.96310102,7.902339508,28,03,2012,10,7,4,7,-2,-18,80,50,19,1021,1009,1001,16,16,16,34,13,42.0,1.52,7,Rain,199
3483,29/10/2011,ATL,DFW,9.944444444,10.44781578,7.157655073,29,10,2011,15,11,6,8,2,-3,92,62,31,1022,1018,1014,16,15,6,37,22,50.0,0.25,3,Rain,340
3484,29/10/2011,ATL,SFO,10.52173913,9.963323857,7.433765504,29,10,2011,15,11,6,8,2,-3,92,62,31,1022,1018,1014,16,15,6,37,22,50.0,0.25,3,Rain,340
3485,09/01/2013,DFW,LAX,13.30434783,11.47072504,10.66188958,09,01,2013,14,12,9,12,11,8,100,93,86,1020,1017,1013,16,10,3,47,19,58.0,38.61,8,Rain,45
3486,12/12/2011,PHX,ORD,10.4,10.56774839,7.687310117,12,12,2011,14,12,9,11,7,-1,93,66,38,1013,1010,1008,16,15,5,32,14,42.0,8.13,8,Rain,130
3487,05/02/2012,BOS,ORD,8.133333333,10.25971319,4.718756898,05,02,2012,2,-2,-6,-9,-12,-14,57,43,29,1022,1020,1018,16,16,16,21,11,35.0,0.00,1,,303
3488,05/11/2012,SFO,EWR,10.5,9.890535077,7.612316889,05,11,2012,26,20,13,15,13,11,90,66,42,1021,1019,1017,16,16,16,14,3,19.0,0.00,0,,124
3489,05/11/2012,SFO,ORD,9.888888889,11.98222496,7.895560099,05,11,2012,26,20,13,15,13,11,90,66,42,1021,1019,1017,16,16,16,14,3,19.0,0.00,0,,124
3490,31/08/2012,BOS,PHL,10.58823529,10.10916635,8.239074762,31,08,2012,32,26,20,15,12,9,55,41,26,1014,1012,1009,16,16,14,39,23,50.0,0.00,3,,249
3491,28/06/2012,ATL,MCO,13.92857143,11.81141296,10.15775045,28,06,2012,37,29,21,18,15,12,66,47,27,1019,1016,1015,16,16,16,23,9,32.0,0.00,0,,265
3492,28/06/2012,ATL,EWR,11.76190476,11.24259329,10.12375801,28,06,2012,37,29,21,18,15,12,66,47,27,1019,1016,1015,16,16,16,23,9,32.0,0.00,0,,265
3493,15/10/2011,BOS,ATL,11.39130435,10.64362228,9.008779205,15,10,2011,20,17,13,13,7,2,78,58,37,1004,1001,994,16,16,14,50,31,64.0,T,3,Rain,238
3494,15/10/2011,BOS,LAX,15.29032258,10.58700821,9.522582102,15,10,2011,20,17,13,13,7,2,78,58,37,1004,1001,994,16,16,14,50,31,64.0,T,3,Rain,238
3495,28/09/2011,IAH,LAX,10.42857143,10.14997708,6.996938106,28,09,2011,36,29,23,24,21,18,88,64,36,1014,1012,1009,16,14,6,16,5,34.0,0.00,3,,233
3496,17/11/2011,DEN,LAS,12.39130435,10.55479712,9.02390326,17,11,2011,16,5,-6,-10,-13,-16,55,34,12,1022,1013,1004,16,16,16,40,16,48.0,0.00,4,,199
3497,17/11/2011,DEN,LAX,14.23076923,11.76445066,10.51211755,17,11,2011,16,5,-6,-10,-13,-16,55,34,12,1022,1013,1004,16,16,16,40,16,48.0,0.00,4,,199
3498,27/09/2012,LAX,ATL,16.0,11.85722168,11.12269238,27,09,2012,23,20,17,17,17,16,93,79,64,1013,1012,1011,16,13,8,23,11,32.0,0.00,4,Fog,281
3499,27/09/2012,LAX,LAS,18.7027027,11.77123239,13.05940458,27,09,2012,23,20,17,17,17,16,93,79,64,1013,1012,1011,16,13,8,23,11,32.0,0.00,4,Fog,281
3500,15/06/2012,PHL,ATL,8.9375,11.67753018,7.646077426,15,06,2012,28,22,16,15,12,9,90,63,36,1026,1025,1024,16,16,16,23,11,32.0,0.00,2,,69
3501,07/02/2012,ORD,SEA,8.555555556,10.4615289,6.921596401,07,02,2012,2,1,-2,-1,-3,-7,85,76,66,1029,1027,1023,16,12,1,39,19,53.0,0.25,8,Snow,7
3502,07/02/2012,ORD,IAH,9.388888889,10.57419046,6.590000347,07,02,2012,2,1,-2,-1,-3,-7,85,76,66,1029,1027,1023,16,12,1,39,19,53.0,0.25,8,Snow,7
3503,07/02/2012,ORD,LAX,15.82142857,12.00923232,11.24163416,07,02,2012,2,1,-2,-1,-3,-7,85,76,66,1029,1027,1023,16,12,1,39,19,53.0,0.25,8,Snow,7
3504,28/02/2012,LAS,DEN,10.68421053,9.834016335,8.380218981,28,02,2012,14,10,6,-1,-3,-7,60,42,23,1019,1014,1004,16,16,16,34,18,40.0,T,4,,202
3505,05/10/2011,PHL,BOS,6.461538462,11.89561019,4.683577419,05,10,2011,23,18,12,10,8,4,89,62,35,1026,1021,1019,16,16,16,32,16,40.0,0.00,0,,304
3506,05/10/2011,PHL,DFW,7.214285714,10.43400108,5.5633218,05,10,2011,23,18,12,10,8,4,89,62,35,1026,1021,1019,16,16,16,32,16,40.0,0.00,0,,304
3507,05/10/2011,PHL,ORD,9.0,12.24406,6.087595874,05,10,2011,23,18,12,10,8,4,89,62,35,1026,1021,1019,16,16,16,32,16,40.0,0.00,0,,304
3508,05/02/2012,PHL,ORD,8.285714286,10.09258868,7.770046742,05,02,2012,7,3,-1,-5,-7,-8,56,47,37,1024,1021,1019,16,16,16,24,14,35.0,0.00,4,,3
3509,12/02/2012,ORD,DEN,10.26315789,10.50207345,7.687234044,12,02,2012,2,-3,-9,-10,-14,-18,59,49,38,1028,1026,1024,16,16,16,32,19,37.0,0.00,0,,278
3510,12/02/2012,ORD,EWR,9.055555556,11.4142063,6.457756141,12,02,2012,2,-3,-9,-10,-14,-18,59,49,38,1028,1026,1024,16,16,16,32,19,37.0,0.00,0,,278
3511,16/03/2012,SFO,ATL,7.882352941,10.84321248,6.303593746,16,03,2012,14,12,9,13,11,6,93,84,74,1018,1012,1007,16,10,2,48,19,60.0,20.07,8,Rain,197
3512,16/03/2012,SFO,LAX,14.25925926,12.66964963,11.23385198,16,03,2012,14,12,9,13,11,6,93,84,74,1018,1012,1007,16,10,2,48,19,60.0,20.07,8,Rain,197
3513,24/09/2011,MIA,ATL,13.11538462,10.31225119,8.496243514,24,09,2011,33,29,25,24,23,22,91,72,52,1015,1013,1012,16,16,16,23,5,27.0,T,4,,236
3514,21/10/2011,ORD,BOS,10.42105263,12.19616926,8.506963092,21,10,2011,13,8,3,2,1,0,85,64,43,1019,1017,1013,16,16,16,21,9,35.0,0.00,1,,288
3515,21/10/2011,ORD,LGA,11.18181818,13.58473481,7.889935504,21,10,2011,13,8,3,2,1,0,85,64,43,1019,1017,1013,16,16,16,21,9,35.0,0.00,1,,288
3516,21/10/2011,ORD,DEN,8.5,11.25602654,5.338539126,21,10,2011,13,8,3,2,1,0,85,64,43,1019,1017,1013,16,16,16,21,9,35.0,0.00,1,,288
3517,13/10/2011,MIA,ATL,14.28571429,11.62336445,10.50522672,13,10,2011,33,29,24,24,23,21,94,73,52,1011,1009,1007,16,16,16,24,6,42.0,0.76,4,Rain,200
3518,14/12/2012,SEA,SFO,10.7826087,11.54096256,7.867981847,14,12,2012,6,4,1,3,2,-1,92,81,70,1015,1012,1008,16,11,0,19,6,23.0,7.87,6,Fog-Rain,128
3519,22/03/2012,SFO,EWR,9.705882353,11.27378835,8.512965889,22,03,2012,13,11,8,10,6,2,89,70,50,1017,1016,1014,16,16,14,47,22,52.0,0.00,6,,271
3520,17/07/2012,LAX,ATL,14.14285714,11.33465543,10.13141168,17,07,2012,22,20,17,14,13,12,84,69,53,1016,1015,1014,16,16,16,27,14,42.0,0.00,5,,256
3521,17/07/2012,LAX,JFK,17.02941176,13.15153977,10.84459171,17,07,2012,22,20,17,14,13,12,84,69,53,1016,1015,1014,16,16,16,27,14,42.0,0.00,5,,256
3522,18/06/2012,MSP,ATL,9.75,11.18787125,6.323515012,18,06,2012,32,26,19,21,17,12,93,61,29,1004,999,996,16,15,11,34,9,37.0,2.54,4,Rain-Thunderstorm,196
3523,14/11/2012,BOS,LAX,11.11111111,10.6804322,9.272913679,14,11,2012,7,5,2,-1,-3,-4,70,60,49,1034,1032,1030,16,16,16,32,18,39.0,0.00,3,,13
3524,17/12/2011,DEN,MSP,10.28571429,9.8624898,6.686874136,17,12,2011,4,-2,-8,-7,-9,-12,71,54,37,1031,1028,1023,16,16,16,16,7,19.0,0.00,1,,225
3525,19/10/2012,JFK,SFO,19.21621622,12.69457173,12.28625052,19,10,2012,19,18,17,18,17,14,100,92,84,1014,1008,1005,16,9,0,42,21,52.0,7.11,8,Fog-Rain,152
3526,21/10/2012,MCO,ATL,13.67857143,10.97744131,10.02239556,21,10,2012,29,22,15,16,13,11,78,59,39,1019,1016,1015,16,16,16,26,13,34.0,0.00,0,,13
3527,19/09/2011,LAX,BOS,11.86363636,11.14574955,8.084644201,19,09,2011,19,18,16,16,16,15,93,87,81,1016,1014,1013,13,5,0,24,12,32.0,0.00,7,Fog,274
3528,19/09/2011,LAX,SFO,14.03225806,12.85081895,9.03874575,19,09,2011,19,18,16,16,16,15,93,87,81,1016,1014,1013,13,5,0,24,12,32.0,0.00,7,Fog,274
3529,11/04/2012,MSP,DEN,6.714285714,10.58700821,4.496640993,11,04,2012,12,5,-3,-3,-7,-9,63,47,30,1030,1027,1024,16,16,16,21,6,29.0,0.00,0,,341
3530,26/11/2011,LAX,ORD,16.06060606,11.74395621,11.18855273,26,11,2011,23,17,10,13,7,-3,89,54,19,1026,1024,1023,16,16,13,19,5,26.0,0.00,0,,267
3531,26/11/2011,LAX,JFK,17.32432432,12.20155159,11.15062045,26,11,2011,23,17,10,13,7,-3,89,54,19,1026,1024,1023,16,16,13,19,5,26.0,0.00,0,,267
3532,23/11/2012,PHL,ORD,8.235294118,9.610763884,5.379700407,23,11,2012,14,8,1,7,3,-1,100,74,47,1021,1016,1007,16,8,0,40,7,48.0,T,4,Fog-Rain,216
3533,19/02/2012,JFK,LAS,13.32,11.04360019,9.472416094,19,02,2012,8,4,1,-3,-6,-9,69,50,31,1019,1017,1014,16,16,16,32,15,40.0,0.00,5,,4
3534,10/10/2012,PHL,DFW,8.941176471,10.90346657,7.386394488,10,10,2012,21,17,12,14,11,3,93,67,40,1018,1014,1011,16,12,3,37,15,45.0,T,6,Rain,283
3535,19/11/2011,DEN,ATL,12.73076923,9.989903534,8.067503665,19,11,2011,9,1,-7,-5,-7,-9,84,54,23,1016,1007,994,16,16,16,32,14,35.0,0.00,4,,119
3536,19/11/2011,DEN,DFW,7.235294118,9.522464517,5.226487967,19,11,2011,9,1,-7,-5,-7,-9,84,54,23,1016,1007,994,16,16,16,32,14,35.0,0.00,4,,119
3537,19/11/2011,DEN,PHX,9.263157895,9.890535077,6.090448855,19,11,2011,9,1,-7,-5,-7,-9,84,54,23,1016,1007,994,16,16,16,32,14,35.0,0.00,4,,119
3538,10/09/2012,ATL,MSP,8.764705882,11.52558123,8.17411625,10,09,2012,29,23,16,13,12,11,78,56,34,1020,1018,1016,16,16,16,16,8,27.0,0.00,3,,102
3539,10/09/2012,ATL,ORD,8.85,12.25975413,6.318519147,10,09,2012,29,23,16,13,12,11,78,56,34,1020,1018,1016,16,16,16,16,8,27.0,0.00,3,,102
3540,13/12/2011,DEN,SFO,8.833333333,11.04360019,5.943360111,13,12,2011,0,-4,-8,-5,-8,-11,84,74,63,1018,1015,1011,16,12,10,16,9,16.0,0.00,3,,257
3541,17/08/2012,EWR,ORD,13.33333333,11.21998724,10.86144624,17,08,2012,33,26,19,19,17,15,78,59,40,1012,1010,1008,16,16,14,35,15,58.0,1.78,4,Thunderstorm,232
3542,31/03/2012,MIA,JFK,15.59375,10.69254248,10.88016655,31,03,2012,29,26,21,21,19,16,87,71,55,1017,1015,1013,16,15,6,40,10,60.0,38.61,4,Rain-Thunderstorm,166
3543,20/06/2012,MSP,ORD,13.47826087,12.77926626,11.09819627,20,06,2012,28,23,18,20,18,17,93,74,55,1012,1007,1003,16,15,8,32,15,47.0,4.06,7,Rain-Thunderstorm,232
